,0
various tools,1
test methodologies,1
implement the,1
help implement,1
necessary help,1
as necessary,1
solutions as,1
to existing,1
recommend improvements,1
solutions recommend,1
of existing,1
procedures maintain,1
the teams,1
deep understanding,1
develop a,1
duties develop,1
general job,1
possible general,1
is possible,1
of what,1
envelope of,1
the envelope,1
pushing the,1
technology pushing,1
build cuttingedge,1
and build,1
people to,1
smart people,1
exceptionally smart,1
of exceptionally,1
small team,1
a small,1
working on,1
expertsyoull be,1
automation expertsyoull,1
efficient test,1
operate as,1
to operate,1
skills needed,1
developing the,1
for developing,1
foundation for,1
a foundation,1
set a,1
team set,1
experienced team,1
our experienced,1
taught by,1
skills taught,1
testing team,1
level testing,1
senior level,1
a senior,1
under a,1
skills under,1
their skills,1
develop their,1
and develop,1
engineer that,1
seeks a,1
llc seeks,1
applicants ves,1
months ago,1
4 months,1
posted 4,1
llc company,1
name ves,1
applicantpro,1
reimbursement,1
holidays,1
vacation,1
15,1
salary,1
rich,1
13,1
testrail,1
zephyr,1
testlink,1
familiar,1
docker,1
lxc,1
containers,1
bitbucket,1
ruby,1
visual,1
objectoriented,1
source,1
elicitation,1
stlc,1
virtualized,1
daemonsaccounts,1
installing,1
terminal,1
hone,1
willingness,1
eagerness,1
incremental,1
delivered,1
systemapplicationsoftware,1
envelope,1
pushing,1
smart,1
exceptionally,1
small,1
expertsyoull,1
operate,1
taught,1
us for general consideration,1
with us for general,1
connect with us for,1
apply connect with us,1
to apply connect with,1
ready to apply connect,1
not ready to apply,1
network not ready to,1
your network not ready,1
with your network not,1
share with your network,1
lead share with your,1
a lead share with,1
submit a lead share,1
online submit a lead,1
job online submit a,1
this job online submit,1
for this job online,1
apply for this job,1
ordinances apply for this,1
or ordinances apply for,1
regulations or ordinances apply,1
laws regulations or ordinances,1
local laws regulations or,1
or local laws regulations,1
under federal state or,1
basis under federal state,1
protected basis under federal,1
recognized protected basis under,1
legally recognized protected basis,1
other legally recognized protected,1
any other legally recognized,1
or any other legally,1
affiliation or any other,1
political affiliation or any,1
status political affiliation or,1
familial status political affiliation,1
or familial status political,1
marital or familial status,1
information marital or familial,1
genetic information marital or,1
status genetic information marital,1
veteran status genetic information,1
and veteran status genetic,1
military and veteran status,1
conditions military and veteran,1
medical conditions military and,1
related medical conditions military,1
or related medical conditions,1
from pregnancy childbirth or,1
arise from pregnancy childbirth,1
may arise from pregnancy,1
which may arise from,1
needs which may arise,1
medical needs which may,1
including medical needs which,1
pregnancy including medical needs,1
condition pregnancy including medical,1
medical condition pregnancy including,1
disability medical condition pregnancy,1
disability mental disability medical,1
physical disability mental disability,1
age physical disability mental,1
ancestry age physical disability,1
ethnicity ancestry age physical,1
citizenship ethnicity ancestry age,1
origin citizenship ethnicity ancestry,1
national origin citizenship ethnicity,1
orientation national origin citizenship,1
expression sexual orientation national,1
gender expression sexual orientation,1
identity gender expression sexual,1
gender identity gender expression,1
or gender identity gender,1
gender or gender identity,1
sex gender or gender,1
creed sex gender or,1
religious creed sex gender,1
religion religious creed sex,1
race religion religious creed,1
color race religion religious,1
of color race religion,1
regardless of color race,1
applicants regardless of color,1
qualified applicants regardless of,1
all qualified applicants regardless,1
welcome all qualified applicants,1
we welcome all qualified,1
sensitivity we welcome all,1
and sensitivity we welcome,1
respect and sensitivity we,1
dignity respect and sensitivity,1
honesty dignity respect and,1
with honesty dignity respect,1
applicants with honesty dignity,1
and applicants with honesty,1
employees and applicants with,1
treat all employees and,1
to treat all employees,1
strive to treat all,1
and strive to treat,1
employer and strive to,1
opportunity employer and strive,1
be an equal opportunity,1
to be an equal,1
proud to be an,1
we’re proud to be,1
why we’re proud to,1
that’s why we’re proud,1
success that’s why we’re,1
drive success that’s why,1
helps drive success that’s,1
and helps drive success,1
knowledge and helps drive,1
broadens knowledge and helps,1
creativity broadens knowledge and,1
fuels creativity broadens knowledge,1
ideas fuels creativity broadens,1
and ideas fuels creativity,1
knowledge and ideas fuels,1
perspectives knowledge and ideas,1
experiences perspectives knowledge and,1
in experiences perspectives knowledge,1
diversity in experiences perspectives,1
that diversity in experiences,1
believe that diversity in,1
we believe that diversity,1
employees we believe that,1
its employees we believe,1
for its employees we,1
fulfillment for its employees,1
and fulfillment for its,1
supporters and fulfillment for,1
and supporters and fulfillment,1
clients and supporters and,1
its clients and supporters,1
for its clients and,1
value for its clients,1
longterm value for its,1
creates longterm value for,1
that creates longterm value,1
organization that creates longterm,1
growing organization that creates,1
healthy growing organization that,1
a healthy growing organization,1
fostering a healthy growing,1
while fostering a healthy,1
transform while fostering a,1
and transform while fostering,1
improve and transform while,1
innovate improve and transform,1
to innovate improve and,1
individuals to innovate improve,1
prepares individuals to innovate,1
mbm® prepares individuals to,1
flourish mbm® prepares individuals,1
to flourish mbm® prepares,1
society to flourish mbm®,1
open society to flourish,1
and open society to,1
free and open society,1
a free and open,1
allow a free and,1
that allow a free,1
principles that allow a,1
the principles that allow,1
by the principles that,1
informed by the principles,1
mbm® informed by the,1
management® mbm® informed by,1
based management® mbm® informed,1
market based management® mbm®,1
called market based management®,1
philosophy called market based,1
business philosophy called market,1
a business philosophy called,1
on a business philosophy,1
based on a business,1
culture based on a,1
a culture based on,1
to a culture based,1
commitment to a culture,1
relentless commitment to a,1
a relentless commitment to,1
have a relentless commitment,1
we have a relentless,1
organizations we have a,1
other organizations we have,1
many other organizations we,1
from many other organizations,1
different from many other,1
is different from many,1
together is different from,1
stand together is different,1
at stand together is,1
working at stand together,1
values working at stand,1
our values working at,1
own our values working,1
our own our values,1
on our own our,1
could on our own,1
us could on our,1
of us could on,1
any of us could,1
than any of us,1
together than any of,1
more together than any,1
accomplish more together than,1
policy—to accomplish more together,1
public policy—to accomplish more,1
and public policy—to accomplish,1
nonprofits and public policy—to,1
community nonprofits and public,1
business community nonprofits and,1
education business community nonprofits,1
in education business community,1
people in education business,1
backgrounds—including people in education,1
and backgrounds—including people in,1
perspectives and backgrounds—including people,1
diverse perspectives and backgrounds—including,1
from diverse perspectives and,1
people from diverse perspectives,1
with people from diverse,1
partners with people from,1
together partners with people,1
stand together partners with,1
potential stand together partners,1
extraordinary potential stand together,1
their extraordinary potential stand,1
realize their extraordinary potential,1
to realize their extraordinary,1
opportunity to realize their,1
the opportunity to realize,1
has the opportunity to,1
person has the opportunity,1
every person has the,1
that every person has,1
so that every person,1
challenges so that every,1
biggest challenges so that,1
nations biggest challenges so,1
the nations biggest challenges,1
of the nations biggest,1
some of the nations,1
tackle some of the,1
we tackle some of,1
community we tackle some,1
philanthropic community we tackle,1
our philanthropic community we,1
through our philanthropic community,1
difference through our philanthropic,1
greater difference through our,1
a greater difference through,1
make a greater difference,1
to make a greater,1
necessary to make a,1
resources necessary to make,1
the resources necessary to,1
and the resources necessary,1
partners and the resources,1
passionate partners and the,1
with passionate partners and,1
